Time;Perf_Time;Action
17:43:41;730.6484967;I wish you all the best for you birthday!
17:43:52;741.5076528;
17:44:00;749.6719911;
17:44:10;759.1440319;
17:44:18;766.9963535; This is the happiest time of the year, and I
17:44:40;789.0623924; hope you all have an amazing time and enjoy your
17:44:48;797.1189823;
17:44:55;803.9804744;" day with your family.""\n\nThat"
17:45:01;810.0687245;
17:45:18;827.8247218;
17:45:25;834.6104975;
17:45:33;841.8938555;
17:45:39;848.0931737;
17:45:47;856.4277314; was the last time I saw
17:45:52;861.5880048;
17:45:57;866.5263596;
17:46:09;877.960767;
17:46:14;883.6314618;
17:46:21;889.9270985; the boy, who turned 21
17:46:26;895.3005932; this week.\n\n
17:46:31;899.904069;BACK
17:46:41;910.810743; xoxo\n\nWe're glad you like what
17:46:47;916.8261914;
17:46:56;925.5480532;
17:47:02;931.7550964;
17:47:07;935.9860358;
17:47:14;943.8682656; you see and hope you
17:47:21;950.8410445;
17:47:27;956.1224185; have a happy and safe
17:47:32;961.3949021; birthday!
17:47:36;964.9881441;
17:47:39;968.516399;
17:47:43;972.7253698;
17:47:50;979.4647129;
17:47:55;984.0048936;
17:48:01;990.0961303;
17:48:04;993.6041551;
