Time;Perf_Time;Action
17:37:39;368.6877457;J
17:37:41;370.8122333;BACK
17:37:41;370.8557929;H
17:37:42;370.949813;e
17:37:42;371.067512;l
17:37:42;371.1958647;l
17:37:42;371.3556384;o
17:37:42;371.5271493;SPACE
17:37:42;371.6004221;f
17:37:42;371.7725546;r
17:37:42;371.8534741;i
17:37:43;371.9557464;e
17:37:43;372.0611952;n
17:37:43;372.1761326;d
17:37:43;372.7380746;,
17:37:43;372.8056672;\n
17:37:44;372.9236841;\n
17:37:48;377.4428674;I
17:37:48;377.6907462;SPACE
17:37:49;377.9970615;w
17:37:49;378.0753908;o
17:37:49;378.2019297;s
17:37:49;378.2941049;h
17:37:49;378.4990015;i
17:37:49;378.5230335;SPACE
17:37:50;379.1365152;y
17:37:50;379.292047;o
17:37:50;379.4387678;u
17:37:50;379.5847986;SPACE
17:37:50;379.661899;a
17:37:50;379.7600423;l
17:37:51;379.9284507;l
17:37:51;380.0619956;SPACE
17:37:51;380.1350338;t
17:37:51;380.2776079;h
17:37:51;380.3628493;e
17:37:51;380.5276257;SPACE
17:37:52;380.9665861;b
17:37:52;381.0400966;e
17:37:52;381.1770105;s
17:37:52;381.2831548;t
17:37:52;381.4834874;SPACE
17:37:52;381.5711148;f
17:37:52;381.6728714;o
17:37:52;381.8076917;r
17:37:53;381.8921826;SPACE
17:37:53;382.1244179;y
17:37:53;382.3133913;o
17:37:53;382.4890276;u
17:37:53;382.612034;r
17:37:53;382.6487444;SPACE
17:37:54;383.2710963;b
17:37:54;383.4815884;i
17:37:54;383.5860342;r
17:37:54;383.7142876;t
17:37:54;383.8534549;h
17:37:54;383.8763639;d
17:37:55;384.076778;a
17:37:55;384.2265803;y
17:37:56;385.1210811;!
17:37:56;385.1480354;SPACE
17:37:56;385.7517285;I
17:37:57;386.0504566;SPACE
17:37:57;386.2053153;a
17:37:57;386.2646076;m
17:37:57;386.441119;SPACE
17:37:59;388.114754;l
17:37:59;388.2776782;o
17:37:59;388.4112766;o
17:37:59;388.5793613;k
17:37:59;388.7176004;i
17:38:00;388.886488;n
17:38:00;388.9950431;g
17:38:00;389.1022649;SPACE
17:38:00;389.4588304;f
17:38:00;389.5235709;o
17:38:00;389.6834649;r
17:38:00;389.8416616;w
17:38:01;390.0262154;a
17:38:01;390.1688566;r
17:38:01;390.342006;d
17:38:01;390.4118472;SPACE
17:38:01;390.5702107;t
17:38:01;390.6516184;o
17:38:01;390.8756627;SPACE
17:38:02;391.5363064;m
17:38:02;391.6515381;e
17:38:02;391.8279104;r
17:38:03;391.9990072;t
17:38:03;392.0860643;i
17:38:03;392.2304643;n
17:38:03;392.2468426;g
17:38:03;392.3966254;e
17:38:03;392.4230007;SPACE
17:38:04;393.0654153;y
17:38:04;393.0783719;o
17:38:04;393.2365287;u
17:38:04;393.4355853;SPACE
17:38:04;393.5485044;a
17:38:04;393.693875;g
17:38:04;393.8034358;a
17:38:05;393.8816834;i
17:38:05;394.0651659;n
17:38:05;394.2445418;SPACE
17:38:05;394.8351241;s
17:38:06;394.9237762;o
17:38:06;395.0763627;m
17:38:06;395.1556288;e
17:38:06;395.2912473;SPACE
17:38:06;395.415329;t
17:38:06;395.5732028;i
17:38:06;395.7516546;m
17:38:06;395.8220163;e
17:38:09;398.1705618;!
17:38:11;399.895379;SPACE
17:38:11;400.6409028;BACK
17:38:24;413.1462373;SPACE
17:38:25;414.3785465;M
17:38:25;414.4919439;a
17:38:25;414.5648095;y
17:38:25;414.8216778;b
17:38:26;414.8786447;e
17:38:26;414.9820918;SPACE
17:38:26;415.176242;n
17:38:26;415.3932752;e
17:38:26;415.6636652;BACK
