Time;Perf_Time;Action
17:41:08;577.0361217;Happy Birthday!
17:41:09;578.3481151;BACK
17:41:09;578.4875187;BACK
17:41:09;578.6521843;BACK
17:41:10;579.1515813;BACK
17:41:10;579.2406681;BACK
17:41:10;579.3398341;BACK
17:41:10;579.4437586;BACK
17:41:10;579.5349104;BACK
17:41:10;579.629952;BACK
17:41:10;579.7285986;BACK
17:41:10;579.830054;BACK
17:41:11;579.9209635;BACK
17:41:11;580.0260859;BACK
17:41:11;580.1105067;BACK
17:41:11;580.2133075;BACK
17:41:11;580.797565;I
17:41:12;580.9154008;SPACE
17:41:12;581.0807246;w
17:41:12;581.1371054;i
17:41:12;581.5526959;s
17:41:12;581.5971902;h
17:41:12;581.7778553;SPACE
17:41:13;582.0413104;t
17:41:13;582.2269553;i
17:41:13;582.3849581;y
17:41:13;582.5731465;ou
17:41:13;582.6006692;SPACE
17:41:14;583.4235696;a
17:41:14;583.5536338;l
17:41:14;583.7175806;l
17:41:15;583.9419604;SPACE
17:41:15;584.1410942;t
17:41:15;584.2582348;h
17:41:15;584.3811696;e
17:41:15;584.4344163;SPACE
17:41:15;584.6079736;b
17:41:15;584.685968;e
17:41:15;584.7978819;s
17:41:15;584.8654695;t
17:41:16;585.0871271;SPACE
17:41:17;586.462273;f
17:41:17;586.4919399;o
17:41:17;586.6374768;r
17:41:17;586.730687;SPACE
17:41:18;586.8796088;t
17:41:18;587.0581662;o
17:41:18;587.2190517;u
17:41:18;587.343598;r
17:41:18;587.4025563;y
17:41:18;587.4083368;SPACE
17:41:19;588.2306486;b
17:41:19;588.8306851;i
17:41:19;588.8628962;r
17:41:20;589.2810792;t
17:41:20;589.4056821;h
17:41:20;589.4653879;d
17:41:20;589.6624327;a
17:41:20;589.7634269;y
17:41:21;590.3868252;!
17:41:22;591.0744195;SPACE
17:41:56;625.7324394; hope you enjoyed your little slice of
17:41:57;626.3859274;SPACE
17:41:57;626.6125961;c
17:41:57;626.7248553;a
17:41:57;626.7911554;k
17:41:58;626.8992134;e
17:42:16;644.8865706; for reading! is my thi
17:42:16;645.0220888;BACK
17:42:16;645.1559965;BACK
17:42:16;645.3305761;BACK
17:42:16;645.466318;BACK
17:42:16;645.6233816;BACK
17:42:17;646.1302712;BACK
17:42:17;646.2129804;BACK
17:42:17;646.3112999;BACK
17:42:17;646.4081184;BACK
17:42:17;646.4997829;BACK
17:42:17;646.5946366;BACK
17:42:17;646.6999894;BACK
17:42:17;646.7942257;BACK
17:42:18;646.8885669;BACK
17:42:18;646.983408;BACK
17:42:18;647.0763244;BACK
17:42:18;647.1668009;BACK
17:42:18;647.284452;BACK
17:42:18;647.3496754;BACK
17:42:18;647.6878297;BACK
17:42:18;647.8311568;BACK
17:42:19;647.9877007;BACK
17:42:19;648.1001507;BACK
17:42:20;649.3852437;!
17:42:20;649.5006727;SPACE
