Time;Perf_Time;Action
14:05:36;1817022.90340928;H
14:05:37;1817023.11140308;a
14:05:37;1817023.211198483;p
14:05:37;1817023.37246689;p
14:05:37;1817023.491481069;y
14:05:37;1817023.622493512;SPACE
14:05:37;1817023.987731369;b
14:05:38;1817024.192343525;i
14:05:38;1817024.400852752;r
14:05:38;1817024.585830158;t
14:05:38;1817024.805379491;h
14:05:39;1817025.010512865;d
14:05:39;1817025.15041791;a
14:05:39;1817025.348699628;y
14:05:39;1817025.495506292;SPACE
14:05:39;1817025.671485726;m
14:05:39;1817025.97050526;y
14:05:40;1817026.142852796;SPACE
14:05:40;1817026.570167259;f
14:05:40;1817026.737574853;r
14:05:40;1817026.933767303;i
14:05:41;1817027.02646614;e
14:05:41;1817027.206372574;n
14:05:41;1817027.280781978;d
14:05:41;1817027.415029468;SPACE
14:05:41;1817027.66930171;i
14:05:41;1817027.842072394;SPACE
14:05:41;1817027.925370495;w
14:05:42;1817028.347124244;s
14:05:42;1817028.422058664;i
14:05:42;1817028.937933296;BACK
14:05:43;1817029.065608874;BACK
14:05:43;1817029.197283868;i
14:05:43;1817029.308786442;s
14:05:43;1817029.427903426;h
14:05:43;1817029.603058226;SPACE
14:05:43;1817029.879697734;y
14:05:44;1817030.006970437;o
14:05:44;1817030.166370505;u
14:05:44;1817030.366608536;SPACE
14:05:44;1817030.439629994;a
14:05:44;1817030.57089365;l
14:05:44;1817030.692353578;l
14:05:44;1817030.875927661;SPACE
14:05:44;1817030.971378704;t
14:05:45;1817031.105397905;h
14:05:45;1817031.155316662;e
14:05:45;1817031.306675905;SPACE
14:05:45;1817031.513637695;b
14:05:45;1817031.572818317;e
14:05:45;1817031.696572129;s
14:05:45;1817031.913895231;t
14:05:46;1817032.051866788;.
14:05:46;1817032.262596411;SPACE
14:05:46;1817032.70893221;H
14:05:46;1817032.912237432;o
14:05:47;1817033.115224415;p
14:05:47;1817033.261768264;e
14:05:47;1817033.727144772;f
14:05:47;1817033.855778296;u
14:05:48;1817034.045013428;l
14:05:48;1817034.182421456;l
14:05:48;1817034.239851584;y
14:05:48;1817034.368075412;SPACE
14:05:48;1817034.682405303;y
14:05:49;1817035.005129013;o
14:05:49;1817035.24720134;u
14:05:49;1817035.430644895;SPACE
14:05:49;1817035.508015565;a
14:05:49;1817035.643963954;r
14:05:49;1817035.710056725;e
14:05:49;1817035.787226137;SPACE
14:05:49;1817035.98859776;w
14:05:50;1817036.08438917;e
14:05:50;1817036.256454212;l
14:05:50;1817036.389755718;l
14:05:50;1817036.569280203;SPACE
14:05:50;1817036.955522944;a
14:05:51;1817037.109798978;n
14:05:51;1817037.226291216;d
14:05:51;1817037.297685994;SPACE
14:05:51;1817037.571340569;w
14:05:52;1817038.172128668;e
14:05:52;1817038.280530023;SPACE
14:05:52;1817038.499779236;k
14:05:52;1817038.747412794;BACK
14:05:52;1817038.784973113;c
14:05:52;1817038.893874408;a
14:05:52;1817038.980391807;n
14:05:53;1817039.150651368;SPACE
14:05:53;1817039.43788808;m
14:05:53;1817039.882967257;e
14:05:54;1817040.021312434;e
14:05:54;1817040.183324253;t
14:05:54;1817040.284165086;SPACE
14:05:54;1817040.422541529;a
14:05:54;1817040.55666914;g
14:05:54;1817040.697399163;a
14:05:54;1817040.919955341;i
14:05:55;1817041.114873015;n
14:05:55;1817041.294210429;SPACE
14:05:55;1817041.502760812;i
14:05:55;1817041.685633224;n
14:05:55;1817041.865973706;SPACE
14:05:55;1817041.960546991;s
14:05:56;1817042.091889167;o
14:05:56;1817042.397713788;m
14:05:56;1817042.537494113;e
14:05:56;1817042.651217625;SPACE
14:05:56;1817042.804008435;t
14:05:56;1817042.991239417;i
14:05:57;1817043.143734251;m
14:05:57;1817043.260919866;e
