Time;Perf_Time;Action
16:44:48;2172174.587693688;I
16:44:48;2172174.856350686;SPACE
16:44:48;2172174.984335976;w
16:44:49;2172175.267345715;e
16:44:49;2172175.394416458;n
16:44:49;2172175.666959646;t
16:44:49;2172175.926741821;SPACE
16:44:50;2172176.667014215;t
16:44:50;2172176.997083745;o
16:44:51;2172177.276450187;SPACE
16:44:51;2172177.616636716;i
16:44:51;2172177.926673221;r
16:44:52;2172178.084533146;a
16:44:52;2172178.286579222;l
16:44:53;2172179.096603913;BACK
16:44:53;2172179.307155716;BACK
16:44:53;2172179.484101433;BACK
16:44:54;2172180.128743817;t
16:44:54;2172180.33729566;a
16:44:54;2172180.82713427;l
16:44:55;2172181.024576383;z
16:44:55;2172181.476398825;BACK
16:44:56;2172182.946635433;y
16:44:57;2172183.916699698;.
16:45:12;2172198.546511772;BACK
16:45:12;2172198.89250333;BACK
16:45:13;2172199.352577019;BACK
16:45:13;2172199.602699047;BACK
16:45:13;2172199.780472471;BACK
16:45:14;2172200.012399473;BACK
16:45:14;2172200.253094816;BACK
16:45:14;2172200.503028394;BACK
16:45:14;2172200.72084628;BACK
16:45:14;2172200.932405953;BACK
16:45:15;2172201.152568197;BACK
16:45:15;2172201.362459105;BACK
16:45:15;2172201.57321702;BACK
16:45:15;2172201.792622952;BACK
16:45:15;2172201.990506277;BACK
16:45:17;2172203.562322504;t
16:45:17;2172203.822538384;SPACE
16:45:17;2172203.960462821;w
16:45:18;2172204.273114932;a
16:45:18;2172204.482616351;s
16:45:18;2172204.553123087;SPACE
16:45:19;2172205.543018962;f
16:45:19;2172205.902512517;u
16:45:20;2172206.143125356;n
16:45:21;2172207.153052274;.
16:46:58;2172304.908500924;" We were able to meet up with some of our old friends. We had fun. I'm glad we went.""\n\nHe said he has a plan to get his kids into school.\n\n""I've got a plan for them to be in school at age 4,"" he said"
16:46:59;2172305.240120314;BACK
16:46:59;2172305.33238888;BACK
16:46:59;2172305.432270874;BACK
16:46:59;2172305.537102705;BACK
16:46:59;2172305.632104101;BACK
16:46:59;2172305.7323124;BACK
16:46:59;2172305.827361814;BACK
16:46:59;2172305.927528142;BACK
16:47:00;2172306.031737039;BACK
16:47:00;2172306.132598998;BACK
16:47:00;2172306.228529076;BACK
16:47:00;2172306.33155311;BACK
16:47:00;2172306.427615751;BACK
16:47:00;2172306.531786671;BACK
16:47:00;2172306.627629643;BACK
16:47:00;2172306.727687075;BACK
16:47:00;2172306.827487878;BACK
16:47:00;2172306.927619009;BACK
16:47:01;2172307.0274085;BACK
16:47:01;2172307.127959104;BACK
16:47:01;2172307.241469936;BACK
16:47:01;2172307.297800944;BACK
16:47:01;2172307.629740218;BACK
16:47:01;2172307.634038407;BACK
16:47:01;2172307.97940558;BACK
16:47:01;2172307.983697056;BACK
16:47:02;2172308.319808395;BACK
16:47:02;2172308.324066669;BACK
16:47:02;2172308.67998713;BACK
16:47:02;2172308.684432405;BACK
16:47:03;2172309.379713396;BACK
16:47:03;2172309.779696088;BACK
16:47:04;2172310.289647906;BACK
16:47:04;2172310.810383034;BACK
16:47:05;2172311.029456373;BACK
16:47:05;2172311.239628425;BACK
16:47:05;2172311.439686644;BACK
16:47:05;2172311.939554142;BACK
16:47:06;2172312.027544571;BACK
16:47:06;2172312.131596501;BACK
16:47:06;2172312.227647642;BACK
16:47:06;2172312.327629242;BACK
16:47:06;2172312.4317512;BACK
16:47:06;2172312.527814206;BACK
16:47:06;2172312.627218637;BACK
16:47:06;2172312.73200171;BACK
16:47:06;2172312.827379218;BACK
16:47:06;2172312.927590876;BACK
16:47:07;2172313.031433478;BACK
16:47:07;2172313.127770132;BACK
16:47:07;2172313.227483994;BACK
16:47:07;2172313.590408157;BACK
16:47:07;2172313.82939505;BACK
16:47:08;2172314.040060633;BACK
16:47:08;2172314.299433016;BACK
16:47:08;2172314.61965741;BACK
16:47:08;2172314.919579213;BACK
16:47:09;2172315.229497341;BACK
16:47:09;2172315.844508046;BACK
16:47:12;2172318.772622144;SPACE
16:47:13;2172319.739640525;g
16:47:14;2172320.039736221;o
16:47:14;2172320.359635799;SPACE
16:47:14;2172320.899569838;t
16:47:15;2172321.214525959;o
16:47:15;2172321.520222461;SPACE
16:47:15;2172321.940055611;a
16:47:16;2172322.339999557;SPACE
16:47:16;2172322.999496801;n
16:47:17;2172323.660478194;BACK
16:47:19;2172325.182888021;BACK
16:47:19;2172325.559567058;n
16:47:19;2172325.839539957;o
16:47:20;2172326.182419241;t
16:47:20;2172326.499663379;h
16:47:20;2172326.85950355;e
16:47:20;2172327.004579198;r
16:47:21;2172327.299551264;SPACE
16:47:23;2172329.78046648;v
16:47:23;2172329.852324795;a
16:47:24;2172330.469641501;c
16:47:24;2172330.654562914;a
16:47:24;2172330.950413344;t
16:47:25;2172331.389700112;i
16:47:26;2172332.109597749;on
16:47:26;2172332.147315014;SPACE
16:47:26;2172332.939591568;t
16:47:27;2172333.306425637;h
16:47:27;2172333.649438668;i
16:47:27;2172333.7885517;s
16:47:27;2172333.977648297;SPACE
16:47:29;2172335.882416043;y
16:47:30;2172336.142414817;e
16:47:30;2172336.47945307;a
16:47:30;2172336.702338526;r
16:47:31;2172337.920069339;.
