Time;Perf_Time;Action
15:09:36;1309.948453;Happy birthday Tony  that Tony. That's the wrong way 
15:09:37;1311.1953486;BACK
15:09:37;1311.3431704;BACK
15:09:37;1311.4811419;BACK
15:09:37;1311.6327768;BACK
15:09:38;1312.0268463;BACK
15:09:38;1312.1615973;BACK
15:09:38;1312.3160984;BACK
15:09:38;1312.476291;BACK
15:09:38;1312.6447821;BACK
15:09:38;1312.8053626;BACK
15:09:39;1312.9815348;BACK
15:09:39;1313.1771355;BACK
15:09:39;1313.5344759;BACK
15:09:40;1314.398786;.
15:09:40;1314.4155687;SPACE
15:10:26;1360.6331794; ever wanted to say it. What's your favorite thing you can't live without, Tony? I would say my favorite thing is the dog. She's so cute and sweet. She's alway
15:10:41;1375.7714729; so funny
15:10:42;1376.3563766;BACK
15:10:42;1376.5026745;BACK
15:10:42;1376.6426117;BACK
15:10:42;1376.7853037;BACK
15:10:43;1376.9425121;BACK
15:10:43;1377.2192717;BACK
15:10:44;1378.3237153;BACK
15:10:44;1378.4768052;BACK
15:10:44;1378.6417819;BACK
15:10:45;1379.6262055;c
15:10:46;1379.9720886;a
15:10:46;1380.2860363;t
15:10:48;1382.0053311;BACK
15:10:48;1382.4934026;BACK
15:10:48;1382.5427137;BACK
15:10:48;1382.7246153;BACK
15:10:48;1382.767054;BACK
15:10:49;1382.9654642;BACK
15:10:49;1383.0410946;BACK
15:10:49;1383.1824495;BACK
15:10:49;1383.3986693;BACK
15:10:49;1383.4350359;BACK
15:10:49;1383.6066135;BACK
15:10:49;1383.6601256;BACK
15:10:49;1383.7588273;BACK
15:10:49;1383.7895393;BACK
15:10:50;1383.9467974;BACK
15:10:50;1384.0035318;BACK
15:11:34;1428.1127463; That's true, but you know how when you have a big family you get lonely. I had to go out and get a big dog.\n\nSteve: You are an idiot 
15:11:34;1428.3895738;BACK
15:11:34;1428.4304002;BACK
15:11:34;1428.6415849;BACK
15:11:34;1428.6870596;BACK
15:11:34;1428.8777949;BACK
15:11:35;1428.9319296;BACK
15:11:35;1429.0920868;BACK
15:11:35;1429.1251448;BACK
15:11:35;1429.3063758;BACK
15:11:35;1429.3410723;BACK
15:11:35;1429.4997323;BACK
15:11:36;1430.4494563;BACK
15:11:36;1430.8107041;BACK
15:11:37;1431.5872311;BACK
15:11:38;1432.1259216;BACK
15:11:38;1432.339453;BACK
15:11:38;1432.3871797;BACK
15:11:38;1432.5684919;BACK
15:11:38;1432.6175868;BACK
15:11:38;1432.7965001;BACK
15:11:38;1432.8293379;BACK
15:11:39;1432.9901659;BACK
15:11:39;1433.0132971;BACK
15:11:39;1433.1824783;BACK
15:11:39;1433.2261498;BACK
15:11:39;1433.366768;BACK
15:11:39;1433.4064687;BACK
15:11:39;1433.5183683;BACK
15:11:39;1433.5587446;BACK
15:11:39;1433.6794541;BACK
15:11:39;1433.711173;BACK
15:11:39;1433.809251;BACK
15:11:39;1433.8323583;BACK
