Time;Perf_Time;Action
09:33:10;2232676.062273912;H
09:33:10;2232676.195712345;e
09:33:10;2232676.4203655;y
09:33:10;2232676.563936653;SPACE
09:33:10;2232676.86082552;C
09:33:11;2232677.020924691;h
09:33:11;2232677.127328544;a
09:33:11;2232677.276961961;r
09:33:11;2232677.529351482;l
09:33:11;2232677.697422679;i
09:33:11;2232677.772970648;e
09:33:12;2232678.768489731;,
09:33:12;2232678.963678201;SPACE
09:33:22;2232688.456906197;m
09:33:23;2232689.098850379;y
09:33:23;2232689.197872523;M
09:33:23;2232689.229402021;SPACE
09:33:23;2232689.661552925;w
09:33:23;2232689.833676209;a
09:33:24;2232690.136787841;r
09:33:24;2232690.259516655;m
09:33:24;2232690.375759425;e
09:33:24;2232690.54157974;s
09:33:24;2232690.665142357;t
09:33:24;2232690.847804578;t
09:33:24;2232690.861221434;SPACE
09:33:25;2232691.819065752;BACK
09:33:25;2232691.96147192;BACK
09:33:26;2232692.120130882;BACK
09:33:26;2232692.270546313;BACK
09:33:26;2232692.441184133;BACK
09:33:26;2232692.98375372;m
09:33:27;2232693.615305032;e
09:33:27;2232693.816377443;s
09:33:28;2232694.134412886;t
09:33:28;2232694.704769113;SPACE
09:33:29;2232695.461096319;c
09:33:29;2232695.740365417;o
09:33:29;2232695.927938169;n
09:33:30;2232696.13716034;g
09:33:30;2232696.387140451;r
09:33:32;2232698.978382028;a
09:33:33;2232699.150640104;t
09:33:33;2232699.422599618;u
09:33:33;2232699.837433988;l
09:33:33;2232699.995664181;a
09:33:34;2232700.221449631;t
09:33:34;2232700.539571323;i
09:33:34;2232700.715963088;o
09:33:34;2232700.912742723;n
09:33:35;2232701.061789006;s
09:33:35;2232701.753135605;SPACE
09:33:37;2232703.661470725;o
09:33:37;2232703.885118941;n
09:33:38;2232704.615923622;SPACE
09:33:39;2232705.28107667;y
09:33:39;2232705.456325225;o
09:33:39;2232705.670740495;u
09:33:39;2232705.858119695;r
09:33:39;2232705.941091864;SPACE
09:33:40;2232706.965919435;b
09:33:41;2232707.178615533;i
09:33:41;2232707.42202709;r
09:33:41;2232707.76280958;t
09:33:41;2232707.924804786;h
09:33:42;2232708.621810201;d
09:33:42;2232708.813006857;a
09:33:43;2232709.154889471;y
09:33:45;2232711.996924197;SPACE
09:33:46;2232712.601434007;BACK
09:33:48;2232714.439559983;!
09:36:25;2232871.491662807; I.
09:36:25;2232871.971424192;BACK
09:36:27;2232873.604528544;BACK
09:36:35;2232881.440899756;I
09:36:35;2232881.740153399;SPACE
09:36:35;2232881.905448126;h
09:36:36;2232882.12420311;i
09:36:36;2232882.290563669;p
09:36:36;2232882.463422261;e
09:36:36;2232882.504393569;Ho
09:36:36;2232882.541149173;SPACE
09:36:37;2232883.036777559;y
09:36:37;2232883.187659714;o
09:36:37;2232883.35830753;u
09:36:37;2232883.518345752;SPACE
09:36:38;2232884.152223963;c
09:36:38;2232884.353110928;a
09:36:38;2232884.452827502;n
09:36:38;2232884.622870111;SPACE
09:36:39;2232885.017254561;e
09:36:39;2232885.108474193;n
09:36:40;2232886.086553647;k
09:36:40;2232886.259091784;o
09:36:40;2232886.434146501;y
09:36:40;2232886.706772911;Emji
09:36:40;2232886.722646253;SPACE
09:36:41;2232887.242908393;BACK
09:36:41;2232887.425169972;BACK
09:36:41;2232887.603603017;BACK
09:36:41;2232887.919253367;BACK
09:36:42;2232888.063747007;BACK
09:36:42;2232888.244710926;BACK
09:36:42;2232888.957161975;e
09:36:43;2232889.065161889;n
09:36:44;2232890.160571388;k
09:36:44;2232890.35048205;o
09:36:44;2232890.475912414;y
09:36:45;2232891.026650723;BACK
09:36:45;2232891.20236104;BACK
09:36:45;2232891.349327624;BACK
09:36:45;2232891.870420938;j
09:36:46;2232892.081601075;o
09:36:46;2232892.232369038;y
09:36:47;2232893.180285322;SPACE
09:36:50;2232896.262521924;y
09:36:50;2232896.365931883;o
09:36:50;2232896.590427621;u
09:36:50;2232896.739131376;r
09:36:51;2232897.45344337;SPACE
09:36:51;2232897.865784041;r
09:36:52;2232898.07620034;e
09:36:52;2232898.443020617;t
09:36:52;2232898.695055491;i
09:36:52;2232898.858567879;r
09:36:53;2232899.094343742;e
09:36:55;2232901.69242887;m
09:36:55;2232901.842749966;e
09:36:55;2232901.948575314;n
09:36:56;2232902.118724469;t
09:36:57;2232903.038128403;SPACE
