Time;Perf_Time;Action
14:50:16;816.317023;Last Week I was in Greece. On a tour of the country I found myself in an unexpected place and suddenly I felt like a foreign country. It was the first time I've been to Greece, and I'm glad I was able to experience it! It's a very beautiful 
14:50:17;816.9484669;c
14:50:17;817.1389707;o
14:50:18;817.7772593;u
14:50:18;818.2348945;n
14:50:18;818.4676143;t
14:50:18;818.6776062;r
14:50:19;819.528779;y
14:50:21;820.8951171;BACK
14:50:21;821.2895278;y
14:50:22;822.2927807;.
14:50:22;822.4880117;SPACE
14:50:23;823.3562384;B
14:50:23;823.5570083;u
14:50:23;823.691454;t
14:50:24;823.7781985;SPACE
14:50:24;824.007131;i
14:50:24;824.1110517;r
14:50:24;824.2492012;t
14:50:24;824.3088596;SPACE
14:50:25;824.9317075;w
14:50:25;825.2134054;a
14:50:25;825.3978946;s
14:50:25;825.4818864;SPACE
14:50:25;825.600222;a
14:50:25;825.7649732;l
14:50:26;825.8661266;s
14:50:26;826.1604467;o
14:50:26;826.4066052;SPACE
14:50:26;826.7620177;v
14:50:27;826.9966856;e
14:50:27;827.1245851;r
14:50:27;827.3169075;y
14:50:28;827.7729601;SPACE
14:50:28;827.9478667;h
14:50:28;828.1580714;o
14:50:28;828.2395507;t
14:50:29;829.486677;.
14:51:06;866.0164958; So hot, I don't think it was necessary to take my coat off to get out of the heat! Anyway, ther
14:51:06;866.0700057;BACK
14:51:06;866.2611677;BACK
14:51:06;866.4373591;BACK
14:51:06;866.6295626;BACK
14:51:07;866.8277382;BACK
14:51:07;867.0155885;BACK
14:51:07;867.1838555;BACK
14:51:07;867.3754742;BACK
14:51:07;867.5673239;BACK
14:51:07;867.7569447;BACK
14:51:08;867.9681283;BACK
14:51:08;868.1609311;BACK
14:51:08;868.4276825;BACK
