Time;Perf_Time;Action
14:41:40;300.1763481;Happy Birthday Tom. We didn‘t see in a long time. was dead.\n\nTom was dead.\n\nI couldn‘
14:41:40;300.52193;BACK
14:41:40;300.6314876;BACK
14:41:40;300.7354105;BACK
14:41:41;300.8348759;BACK
14:41:41;300.9310892;BACK
14:41:41;301.0284358;BACK
14:41:41;301.1326219;BACK
14:41:41;301.2297885;BACK
14:41:41;301.3296343;BACK
14:41:41;301.4244344;BACK
14:41:41;301.5259377;BACK
14:41:41;301.6276312;BACK
14:41:41;301.7366027;BACK
14:41:42;301.8302098;BACK
14:41:42;301.9287214;BACK
14:41:42;302.030328;BACK
14:41:42;302.1610743;BACK
14:41:42;302.2277397;BACK
14:41:42;302.3293258;BACK
14:41:42;302.4283196;BACK
14:41:42;302.5410358;BACK
14:41:42;302.5615181;BACK
14:41:43;302.9014452;BACK
14:41:43;302.9146755;BACK
14:41:43;303.6092854;BACK
14:42:21;340.9149629; So happy birthday Tom. I hope you had a wonderful day. Thanks for the hug, and for your love. I will miss you always. See 
14:42:21;341.5404561;BACK
14:42:21;341.7122783;BACK
14:42:22;341.9006983;BACK
14:42:22;342.092597;BACK
14:42:23;342.8318396;W
14:42:23;343.461254;e
14:42:23;343.4719718;SPACE
14:42:24;343.8647668;h
14:42:24;343.9193635;a
14:42:24;344.1774176;v
14:42:24;344.3610323;e
14:42:24;344.4156587;SPACE
14:42:25;344.9699351;t
14:42:25;345.0318868;o
14:42:25;345.2604673;n
14:42:25;345.6517795;m
14:42:26;345.9506219;BACK
14:42:26;346.1019326;BACK
14:42:26;346.4624469;SPACE
14:42:27;346.835641;m
14:42:27;347.0757003;e
14:42:27;347.2662912;e
14:42:27;347.7353708;t
14:42:28;347.8592075;SPACE
14:42:28;348.3675428;a
14:42:28;348.7062399;g
14:42:29;348.9916469;a
14:42:29;349.1194448;i
14:42:29;349.5253855;n
14:42:30;350.118157;SPACE
14:42:30;350.7580756;i
14:42:31;351.0418757;n
14:42:31;351.2795179;SPACE
14:42:31;351.4921933;s
14:42:31;351.593007;o
14:42:32;351.8016658;m
14:42:32;351.8816665;e
14:42:32;352.0096213;SPACE
14:42:32;352.251647;t
14:42:32;352.33859;i
14:42:32;352.537508;m
14:42:32;352.6519558;e
14:42:33;353.751881;.
14:43:04;384.3465987; Maybe in
14:43:04;384.4251354;BACK
14:43:04;384.6144276;BACK
14:43:05;385.35467;SPACE
14:43:06;385.9197829;BACK
14:43:06;386.3962352;n
14:43:06;386.5636974;e
14:43:07;387.0820454;x
14:43:07;387.3432295;t
14:43:07;387.4952326;SPACE
14:43:08;388.0011722;w
14:43:08;388.2977414;e
14:43:08;388.4748057;e
14:43:08;388.7635696;k
14:43:10;389.7969301;,
14:43:10;389.9467094;SPACE
14:43:10;390.2222689;w
14:43:10;390.4064359;h
14:43:10;390.504158;a
14:43:10;390.6932228;t
14:43:10;390.731488;SPACE
14:43:11;390.8931314;d
14:43:11;391.0957082;o
14:43:11;391.3089608;n
14:43:11;391.6470407;y
14:43:11;391.7277107;o
14:43:12;392.1196106;u
14:43:12;392.3869562;BACK
14:43:12;392.5507156;BACK
14:43:12;392.721456;BACK
14:43:13;392.9082478;BACK
14:43:13;393.1006235;SPACE
14:43:13;393.3822292;y
14:43:13;393.4600937;o
14:43:13;393.656937;u
14:43:14;393.8645346;SPACE
14:43:14;394.0249882;t
14:43:14;394.1670861;h
14:43:14;394.3519772;i
14:43:14;394.5143918;n
14:43:14;394.6793765;k
14:43:15;395.2699153;?
